ego_id,circle_name,member_id
3437,circle3,3677
3437,circle3,3488
3437,circle3,3962
3437,circle3,3880
3437,circle3,3456
3437,circle3,1085
3437,circle3,3656
3437,circle3,3753
3437,circle3,3938
3437,circle3,3574
3437,circle3,3521
3437,circle3,3830
3437,circle3,3633
3437,circle3,3604
3437,circle3,3948
3437,circle3,3674
3437,circle3,3907
3437,circle3,3640
3437,circle3,3832
3437,circle3,3586
3437,circle4,3677
3437,circle4,3721
3437,circle4,3880
3437,circle4,3454
3437,circle4,1085
3437,circle4,3592
3437,circle4,3521
3437,circle4,3830
3437,circle4,3689
3437,circle4,3948
3437,circle4,3586
3437,circle5,3721
3437,circle5,3962
3437,circle5,3566
3437,circle5,3456
3437,circle5,3551
3437,circle5,3948
3437,circle5,3586
3437,circle6,3895
3437,circle7,3544
3437,circle7,3775
3437,circle8,3690
3437,circle8,3834
3437,circle8,3617
3437,circle9,3830
3437,circle10,3763
3437,circle11,3844
3437,circle11,3893
3437,circle11,3799
3437,circle11,3612
3437,circle11,3675
3437,circle11,3836
3437,circle11,3476
3437,circle11,3759
3437,circle11,3837
3437,circle12,3690
3437,circle12,3494
3437,circle12,3617
3437,circle13,3593
3437,circle13,3810
3437,circle13,3506
3437,circle13,3558
3437,circle13,3758
3437,circle14,3791
3437,circle14,3680
3437,circle14,3825
3437,circle14,3861
3437,circle14,3593
3437,circle14,3786
3437,circle14,3810
3437,circle14,3568
3437,circle14,3771
3437,circle14,3506
3437,circle14,3766
3437,circle14,3677
3437,circle14,3539
3437,circle14,3721
3437,circle14,3893
3437,circle14,3564
3437,circle14,3895
3437,circle14,3534
3437,circle14,3566
3437,circle14,3718
3437,circle14,3803
3437,circle14,3823
3437,circle14,3551
3437,circle14,3612
3437,circle14,3945
3437,circle14,3454
3437,circle14,3690
3437,circle14,3623
3437,circle14,3770
3437,circle14,3834
3437,circle14,3645
3437,circle14,3947
3437,circle14,3675
3437,circle14,3836
3437,circle14,3759
3437,circle14,3554
3437,circle14,3819
3437,circle14,3705
3437,circle14,3558
3437,circle14,3555
3437,circle14,3494
3437,circle14,3777
3437,circle14,3843
3437,circle14,3782
3437,circle14,3604
3437,circle14,3689
3437,circle14,3617
3437,circle14,3758
3437,circle14,3763
3437,circle14,3719
3437,circle15,3791
3437,circle15,3615
3437,circle15,3553
3437,circle15,3766
3437,circle15,3482
3437,circle15,3753
3437,circle15,3521
3437,circle15,3705
3437,circle15,3470
3437,circle15,3907
3437,circle16,3912
3437,circle16,3567
3437,circle16,3819
3437,circle17,3518
3437,circle17,3477
3437,circle18,3680
3437,circle18,3810
3437,circle18,3506
3437,circle18,3718
3437,circle18,3947
3437,circle18,3758
3437,circle19,3721
3437,circle19,3962
3437,circle19,3456
3437,circle19,1085
3437,circle19,3938
3437,circle19,3633
3437,circle19,3586
3437,circle20,3555
3437,circle21,3834
3437,circle22,3615
3437,circle22,3553
3437,circle22,3677
3437,circle22,3705
3437,circle23,3963
3437,circle24,3939
3437,circle24,3948
3437,circle25,3979
3437,circle25,3544
3437,circle25,3548
3437,circle25,3803
3437,circle25,3660
3437,circle25,3775
3437,circle25,3592
3437,circle25,3843
3437,circle25,3674
3437,circle26,3633
3437,circle26,3586
3437,circle27,3518
3437,circle28,3677
3437,circle29,3861
3437,circle30,3623
3437,circle31,3772
3437,circle31,3779
3437,circle31,3477
1912,circle0,2540
1912,circle0,2047
1912,circle0,2543
1912,circle0,2332
1912,circle0,2183
1912,circle0,2094
1912,circle0,1941
1912,circle1,2014
1912,circle1,2571
1912,circle1,2009
1912,circle1,2011
1912,circle1,2657
1912,circle1,1931
1912,circle1,2639
1912,circle1,2640
1912,circle1,2645
1912,circle1,1999
1912,circle1,2000
1912,circle1,1998
1912,circle1,2284
1912,circle1,2585
1912,circle1,2001
1912,circle1,2020
1912,circle1,2192
1912,circle1,2159
1912,circle1,2024
1912,circle1,2297
1912,circle1,1921
1912,circle1,1995
1912,circle1,2004
1912,circle1,2378
1912,circle1,2006
1912,circle1,2346
1912,circle1,2116
1912,circle1,2648
1912,circle1,2647
1912,circle1,2459
1912,circle1,2337
1912,circle1,2022
1912,circle1,2658
1912,circle1,2660
1912,circle1,2659
1912,circle1,2018
1912,circle1,2268
1912,circle1,2633
1912,circle1,1976
1912,circle1,2341
1912,circle1,1968
1912,circle1,1927
1912,circle1,1954
1912,circle1,2447
1912,circle1,1928
1912,circle1,2157
1912,circle1,2472
1912,circle1,1991
1912,circle1,1950
1912,circle1,2627
1912,circle1,2626
1912,circle1,1914
1912,circle1,2016
1912,circle1,2012
1912,circle1,136
1912,circle1,2364
1912,circle1,2636
1912,circle1,2494
1912,circle1,2015
1912,circle1,2097
1912,circle1,2620
1912,circle1,2583
1912,circle1,1951
1912,circle1,2538
1912,circle1,1935
1912,circle1,2143
1912,circle1,2025
1912,circle1,2027
1912,circle1,2171
1912,circle1,1919
1912,circle2,2456
1912,circle3,2108
1912,circle3,2369
1912,circle3,2046
1912,circle3,2059
1912,circle4,2439
1912,circle4,2531
1912,circle4,2185
1912,circle4,2254
1912,circle4,2548
1912,circle4,2461
1912,circle4,2558
1912,circle4,2375
1912,circle4,2219
1912,circle4,2217
1912,circle4,2621
1912,circle5,2567
1912,circle5,2026
1912,circle5,2191
1912,circle5,2153
1912,circle5,2498
1912,circle5,1959
1912,circle6,1923
1912,circle6,1947
1912,circle6,2134
1912,circle7,2125
1912,circle7,2543
1912,circle7,2502
1912,circle7,2224
1912,circle7,2516
1912,circle7,2519
1912,circle7,2582
1912,circle7,2649
1912,circle7,2298
1912,circle7,2643
1912,circle7,2295
1912,circle7,2163
1912,circle8,2283
1912,circle8,2099
1912,circle8,2304
1912,circle8,2358
1912,circle8,2247
1912,circle8,2246
1912,circle8,2555
1912,circle8,2230
1912,circle8,2461
1912,circle8,2052
1912,circle9,2523
1912,circle10,2456
1912,circle10,2047
1912,circle10,2455
1912,circle10,2543
1912,circle10,2382
1912,circle10,2204
1912,circle10,2541
1912,circle10,2437
1912,circle10,2241
1912,circle10,1985
1912,circle10,2142
1912,circle10,563
1912,circle10,2042
1912,circle10,2470
1912,circle10,1923
1912,circle10,1947
1912,circle10,2344
1912,circle10,2421
1912,circle10,2174
1912,circle10,1465
1912,circle10,2266
1912,circle10,2134
1912,circle10,2034
1912,circle10,428
1912,circle10,2111
1912,circle10,2096
1912,circle10,2468
1912,circle11,2176
1912,circle11,2186
1912,circle11,2031
1912,circle11,2310
1912,circle11,2419
1912,circle11,2209
1912,circle11,1964
1912,circle11,2557
1912,circle11,2641
1912,circle11,2318
1912,circle11,1923
1912,circle11,2038
1912,circle11,2525
1912,circle11,2416
1912,circle11,2133
1912,circle11,2610
1912,circle11,2325
1912,circle11,2211
1912,circle11,2296
1912,circle12,2506
1912,circle12,2573
1912,circle12,2426
1912,circle12,2561
1912,circle12,2348
1912,circle12,2098
1912,circle12,2137
1912,circle13,1956
1912,circle13,2558
1912,circle13,2528
1912,circle13,2425
1912,circle14,2142
1912,circle14,2512
1912,circle14,2560
1912,circle14,2134
1912,circle15,2336
1912,circle15,2283
1912,circle15,1949
1912,circle15,2456
1912,circle15,2458
1912,circle15,2125
1912,circle15,2605
1912,circle15,2455
1912,circle15,2424
1912,circle15,2017
1912,circle15,1915
1912,circle15,2332
1912,circle15,2382
1912,circle15,2204
1912,circle15,2221
1912,circle15,2642
1912,circle15,2120
1912,circle15,1999
1912,circle15,2501
1912,circle15,2437
1912,circle15,2523
1912,circle15,2183
1912,circle15,2224
1912,circle15,2587
1912,circle15,2598
1912,circle15,2142
1912,circle15,1996
1912,circle15,2542
1912,circle15,2581
1912,circle15,2042
1912,circle15,1922
1912,circle15,2470
1912,circle15,2232
1912,circle15,2023
1912,circle15,2316
1912,circle15,2649
1912,circle15,2156
1912,circle15,2421
1912,circle15,2565
1912,circle15,2062
1912,circle15,2328
1912,circle15,2577
1912,circle15,2168
1912,circle15,2114
1912,circle15,2231
1912,circle15,1465
1912,circle15,2266
1912,circle15,2041
1912,circle15,2096
1912,circle15,2243
1912,circle16,2439
1912,circle16,2113
1912,circle16,2100
1912,circle16,2548
1912,circle16,2375
1912,circle16,2217
1912,circle16,2621
1912,circle17,2521
1912,circle17,2560
1912,circle17,2182
1912,circle17,2081
1912,circle18,2298
1912,circle18,2230
1912,circle18,2577
1912,circle19,2283
1912,circle20,2550
1912,circle20,2086
1912,circle20,2030
1912,circle20,1925
1912,circle20,2108
1912,circle20,1918
1912,circle20,2287
1912,circle20,2184
1912,circle20,2369
1912,circle20,2476
1912,circle20,2164
1912,circle20,2262
1912,circle20,2556
1912,circle20,2553
1912,circle20,2593
1912,circle20,2579
1912,circle20,2045
1912,circle20,2464
1912,circle20,1989
1912,circle20,2443
1912,circle20,2462
1912,circle20,2308
1912,circle20,2190
1912,circle20,2477
1912,circle20,2586
1912,circle20,1993
1912,circle20,2121
1912,circle20,2506
1912,circle20,2613
1912,circle20,2507
1912,circle20,2021
1912,circle20,2543
1912,circle20,1962
1912,circle20,2073
1912,circle20,2408
1912,circle20,2391
1912,circle20,2104
1912,circle20,2611
1912,circle20,2123
1912,circle20,2575
1912,circle20,2311
1912,circle20,2374
1912,circle20,2276
1912,circle20,2573
1912,circle20,2334
1912,circle20,2179
1912,circle20,2356
1912,circle20,2484
1912,circle20,2428
1912,circle20,2046
1912,circle20,2521
1912,circle20,2020
1912,circle20,2084
1912,circle20,2638
1912,circle20,2005
1912,circle20,2093
1912,circle20,2092
1912,circle20,2060
1912,circle20,2395
1912,circle20,2078
1912,circle20,2572
1912,circle20,2306
1912,circle20,2549
1912,circle20,2200
1912,circle20,2063
1912,circle20,2350
1912,circle20,2055
1912,circle20,2418
1912,circle20,2607
1912,circle20,2069
1912,circle20,2500
1912,circle20,1938
1912,circle20,2261
1912,circle20,2393
1912,circle20,2240
1912,circle20,1985
1912,circle20,2559
1912,circle20,2352
1912,circle20,2339
1912,circle20,2140
1912,circle20,2387
1912,circle20,2532
1912,circle20,2154
1912,circle20,2112
1912,circle20,2040
1912,circle20,2142
1912,circle20,2212
1912,circle20,2275
1912,circle20,1942
1912,circle20,2591
1912,circle20,2139
1912,circle20,2118
1912,circle20,2172
1912,circle20,2536
1912,circle20,2542
1912,circle20,2469
1912,circle20,2324
1912,circle20,2363
1912,circle20,2237
1912,circle20,1963
1912,circle20,2615
1912,circle20,2551
1912,circle20,1979
1912,circle20,2407
1912,circle20,1917
1912,circle20,1946
1912,circle20,2624
1912,circle20,2655
1912,circle20,2489
1912,circle20,2499
1912,circle20,2257
1912,circle20,2512
1912,circle20,2561
1912,circle20,1953
1912,circle20,2210
1912,circle20,2386
1912,circle20,2218
1912,circle20,2233
1912,circle20,2625
1912,circle20,2122
1912,circle20,2495
1912,circle20,2546
1912,circle20,2381
1912,circle20,1986
1912,circle20,2131
1912,circle20,2077
1912,circle20,2229
1912,circle20,1943
1912,circle20,2442
1912,circle20,2056
1912,circle20,2019
1912,circle20,2560
1912,circle20,1969
1912,circle20,2290
1912,circle20,2485
1912,circle20,2165
1912,circle20,2088
1912,circle20,2392
1912,circle20,2410
1912,circle20,2348
1912,circle20,2584
1912,circle20,2043
1912,circle20,2347
1912,circle20,2563
1912,circle20,2271
1912,circle20,1984
1912,circle20,2526
1912,circle20,2216
1912,circle20,2258
1912,circle20,2064
1912,circle20,2492
1912,circle20,2244
1912,circle20,2300
1912,circle20,2353
1912,circle20,2504
1912,circle20,2630
1912,circle20,2090
1912,circle20,2590
1912,circle20,2430
1912,circle20,2278
1912,circle20,2446
1912,circle20,2103
1912,circle20,2478
1912,circle20,2520
1912,circle20,2329
1912,circle20,2136
1912,circle20,2600
1912,circle20,2189
1912,circle20,1929
1912,circle20,2423
1912,circle20,2007
1912,circle20,2578
1912,circle20,2234
1912,circle20,2288
1912,circle20,2115
1912,circle20,2253
1912,circle20,1971
1912,circle20,2604
1912,circle20,2449
1912,circle20,2147
1912,circle20,2606
1912,circle20,2414
1912,circle20,1983
1912,circle20,2299
1912,circle20,1997
1912,circle20,2266
1912,circle20,2293
1912,circle20,2033
1912,circle20,2074
1912,circle20,2098
1912,circle20,2602
1912,circle20,2220
1912,circle20,1966
1912,circle20,2067
1912,circle20,2654
1912,circle20,2460
1912,circle20,2124
1912,circle20,2109
1912,circle20,2048
1912,circle20,1941
1912,circle20,2201
1912,circle20,2267
1912,circle20,2576
1912,circle20,2619
1912,circle20,2564
1912,circle20,2409
1912,circle20,2482
1912,circle20,2623
1912,circle20,2309
1912,circle20,2206
1912,circle20,2539
1912,circle20,2631
1912,circle20,2370
1912,circle20,2359
1912,circle20,2059
1912,circle20,2404
1912,circle20,2326
1912,circle20,2574
1912,circle20,2037
1912,circle20,2601
1912,circle20,2646
1912,circle20,2095
1912,circle20,2188
1912,circle20,2433
1912,circle20,2307
1912,circle20,2083
1912,circle20,2323
1912,circle20,2354
1912,circle20,2376
1912,circle20,2340
1912,circle20,2150
1912,circle20,2468
1912,circle21,2394
1912,circle21,2282
1912,circle21,2072
1912,circle21,2110
1912,circle21,2458
1912,circle21,2053
1912,circle21,2075
1912,circle21,2294
1912,circle21,2054
1912,circle21,2479
1912,circle21,2177
1912,circle21,2384
1912,circle21,2509
1912,circle21,2221
1912,circle21,2377
1912,circle21,2652
1912,circle21,2501
1912,circle21,2003
1912,circle21,2451
1912,circle21,2161
1912,circle21,2511
1912,circle21,2333
1912,circle21,2438
1912,circle21,2002
1912,circle21,2222
1912,circle21,563
1912,circle21,2415
1912,circle21,1981
1912,circle21,2280
1912,circle21,1947
1912,circle21,1939
1912,circle21,2252
1912,circle21,2344
1912,circle21,2396
1912,circle21,2132
1912,circle21,2235
1912,circle21,2432
1912,circle21,2062
1912,circle21,2328
1912,circle21,2568
1912,circle21,2434
1912,circle21,2081
1912,circle21,2301
1912,circle21,2327
1912,circle21,2399
1912,circle21,428
1912,circle21,1970
1912,circle21,1967
1912,circle21,2111
1912,circle21,58
1912,circle21,2274
1912,circle21,2603
1912,circle21,2101
1912,circle21,1959
1912,circle21,2199
1912,circle21,2096
1912,circle21,2617
1912,circle21,2390
1912,circle21,2243
1912,circle21,2537
1912,circle22,2283
1912,circle23,2283
1912,circle23,2431
1912,circle23,2321
1912,circle23,2114
1912,circle23,2034
1912,circle23,2260
1912,circle23,1952
1912,circle24,2106
1912,circle25,2106
1912,circle26,2241
1912,circle26,1985
1912,circle26,2512
1912,circle26,2062
1912,circle26,1959
1912,circle27,2398
1912,circle27,2320
1912,circle27,2259
1912,circle27,2622
1912,circle27,2349
1912,circle27,2426
1912,circle27,2513
1912,circle27,2444
1912,circle27,2486
1912,circle27,2255
1912,circle27,2170
1912,circle27,2515
1912,circle27,2401
1912,circle27,1992
1912,circle27,2399
1912,circle27,2650
1912,circle27,2466
1912,circle27,2076
1912,circle27,1988
1912,circle27,2376
1912,circle28,2468
1912,circle29,2057
1912,circle29,2385
1912,circle29,1987
1912,circle29,1959
1912,circle29,2215
1912,circle30,563
1912,circle30,428
1912,circle30,1967
1912,circle30,58
1912,circle31,1980
1912,circle31,2121
1912,circle31,1958
1912,circle31,1957
1912,circle31,2365
1912,circle31,2395
1912,circle31,2061
1912,circle31,2218
1912,circle31,2518
1912,circle31,1973
1912,circle31,1972
1912,circle31,1943
1912,circle31,2225
1912,circle31,2376
1912,circle32,2443
1912,circle32,2595
1912,circle32,2457
1912,circle32,2527
1912,circle32,2483
1912,circle32,2588
1912,circle33,2629
1912,circle33,2042
1912,circle33,2436
1912,circle33,2292
1912,circle33,2635
1912,circle33,2278
1912,circle33,2302
1912,circle33,2544
1912,circle33,2463
1912,circle33,136
1912,circle33,2143
1912,circle33,2128
1912,circle34,2535
1912,circle34,2481
1912,circle34,2570
1912,circle34,2094
1912,circle34,1961
1912,circle34,2245
1912,circle34,2126
1912,circle34,2301
1912,circle34,2167
1912,circle34,2487
1912,circle35,2598
1912,circle35,1577
1912,circle35,2292
1912,circle35,2268
1912,circle35,2518
1912,circle35,1961
1912,circle35,2491
1912,circle35,2081
1912,circle35,1465
1912,circle35,2149
1912,circle35,2128
1912,circle36,2402
1912,circle36,2099
1912,circle36,2605
1912,circle36,2413
1912,circle36,1956
1912,circle36,1915
1912,circle36,2066
1912,circle36,2517
1912,circle36,2422
1912,circle36,2177
1912,circle36,2263
1912,circle36,2371
1912,circle36,2256
1912,circle36,2057
1912,circle36,2529
1912,circle36,2026
1912,circle36,2445
1912,circle36,2502
1912,circle36,2431
1912,circle36,2534
1912,circle36,2082
1912,circle36,2524
1912,circle36,2531
1912,circle36,2227
1912,circle36,2614
1912,circle36,2454
1912,circle36,2349
1912,circle36,2400
1912,circle36,2113
1912,circle36,2513
1912,circle36,2358
1912,circle36,2632
1912,circle36,2441
1912,circle36,2129
1912,circle36,2389
1912,circle36,2010
1912,circle36,2345
1912,circle36,2497
1912,circle36,2450
1912,circle36,2100
1912,circle36,2065
1912,circle36,2291
1912,circle36,2355
1912,circle36,2251
1912,circle36,2252
1912,circle36,2298
1912,circle36,2036
1912,circle36,2270
1912,circle36,1987
1912,circle36,2312
1912,circle36,1977
1912,circle36,2249
1912,circle36,2448
1912,circle36,2295
1912,circle36,2628
1912,circle36,2230
1912,circle36,2051
1912,circle36,2544
1912,circle36,2568
1912,circle36,2169
1912,circle36,2514
1912,circle36,2288
1912,circle36,2214
1912,circle36,2130
1912,circle36,2530
1912,circle36,2449
1912,circle36,2067
1912,circle36,2265
1912,circle36,1952
1912,circle36,2137
1912,circle36,2488
1912,circle36,2528
1912,circle36,2215
1912,circle36,1913
1912,circle36,2128
1912,circle37,2003
1912,circle37,2222
1912,circle37,2415
1912,circle37,2318
1912,circle37,1970
1912,circle38,2394
1912,circle38,2367
1912,circle38,2336
1912,circle38,2282
1912,circle38,2138
1912,circle38,2283
1912,circle38,2072
1912,circle38,2629
1912,circle38,2398
1912,circle38,2458
1912,circle38,2571
1912,circle38,2053
1912,circle38,1920
1912,circle38,2125
1912,circle38,2047
1912,circle38,2176
1912,circle38,2294
1912,circle38,2533
1912,circle38,2054
1912,circle38,2567
1912,circle38,2543
1912,circle38,2304
1912,circle38,2332
1912,circle38,2194
1912,circle38,2592
1912,circle38,2250
1912,circle38,1718
1912,circle38,2384
1912,circle38,2642
1912,circle38,2594
1912,circle38,2187
1912,circle38,2377
1912,circle38,2148
1912,circle38,2241
1912,circle38,2445
1912,circle38,2183
1912,circle38,2451
1912,circle38,2224
1912,circle38,2068
1912,circle38,2511
1912,circle38,2419
1912,circle38,2372
1912,circle38,2333
1912,circle38,2259
1912,circle38,2598
1912,circle38,2209
1912,circle38,1945
1912,circle38,2438
1912,circle38,2516
1912,circle38,2597
1912,circle38,2475
1912,circle38,2042
1912,circle38,2608
1912,circle38,2010
1912,circle38,2087
1912,circle38,2247
1912,circle38,2519
1912,circle38,2246
1912,circle38,2471
1912,circle38,2582
1912,circle38,2436
1912,circle38,2191
1912,circle38,2223
1912,circle38,2273
1912,circle38,1577
1912,circle38,2153
1912,circle38,2589
1912,circle38,2555
1912,circle38,2292
1912,circle38,2635
1912,circle38,1955
1912,circle38,2280
1912,circle38,1923
1912,circle38,2028
1912,circle38,1947
1912,circle38,2268
1912,circle38,2038
1912,circle38,2151
1912,circle38,2649
1912,circle38,2135
1912,circle38,2196
1912,circle38,2279
1912,circle38,2347
1912,circle38,2203
1912,circle38,2289
1912,circle38,2416
1912,circle38,2643
1912,circle38,1954
1912,circle38,2319
1912,circle38,2351
1912,circle38,2102
1912,circle38,2254
1912,circle38,2420
1912,circle38,2473
1912,circle38,2472
1912,circle38,2328
1912,circle38,1932
1912,circle38,2302
1912,circle38,2189
1912,circle38,2498
1912,circle38,2117
1912,circle38,2169
1912,circle38,2007
1912,circle38,2174
1912,circle38,2491
1912,circle38,2463
1912,circle38,2461
1912,circle38,2081
1912,circle38,2163
1912,circle38,1994
1912,circle38,2071
1912,circle38,1465
1912,circle38,2032
1912,circle38,136
1912,circle38,2052
1912,circle38,2338
1912,circle38,2134
1912,circle38,2399
1912,circle38,2343
1912,circle38,2111
1912,circle38,2274
1912,circle38,2315
1912,circle38,1941
1912,circle38,2127
1912,circle38,2199
1912,circle38,2133
1912,circle38,1948
1912,circle38,2616
1912,circle38,2610
1912,circle38,2143
1912,circle38,2149
1912,circle38,2039
1912,circle38,2496
1912,circle39,2344
1912,circle39,2289
1912,circle39,2328
1912,circle39,2468
1912,circle40,2054
1912,circle40,2642
1912,circle40,2653
1912,circle40,2241
1912,circle40,2598
1912,circle40,1945
1912,circle40,2273
1912,circle40,2609
1912,circle40,2151
1912,circle40,2102
1912,circle40,2032
1912,circle40,2052
1912,circle40,2465
1912,circle40,2144
1912,circle40,2599
1912,circle41,2367
1912,circle41,2402
1912,circle41,2440
1912,circle41,1949
1912,circle41,2456
1912,circle41,2119
1912,circle41,2634
1912,circle41,2411
1912,circle41,2452
1912,circle41,2540
1912,circle41,2047
1912,circle41,2176
1912,circle41,2455
1912,circle41,2049
1912,circle41,2286
1912,circle41,2186
1912,circle41,2424
1912,circle41,2181
1912,circle41,2080
1912,circle41,2017
1912,circle41,1915
1912,circle41,2397
1912,circle41,2031
1912,circle41,1933
1912,circle41,2382
1912,circle41,2178
1912,circle41,2204
1912,circle41,1937
1912,circle41,2642
1912,circle41,2238
1912,circle41,2371
1912,circle41,2120
1912,circle41,2160
1912,circle41,2029
1912,circle41,2373
1912,circle41,2541
1912,circle41,2314
1912,circle41,2437
1912,circle41,2403
1912,circle41,2523
1912,circle41,2008
1912,circle41,2534
1912,circle41,2082
1912,circle41,2342
1912,circle41,2227
1912,circle41,2310
1912,circle41,2587
1912,circle41,2614
1912,circle41,2419
1912,circle41,2175
1912,circle41,2162
1912,circle41,2277
1912,circle41,2209
1912,circle41,2321
1912,circle41,2228
1912,circle41,2013
1912,circle41,2569
1912,circle41,2105
1912,circle41,1936
1912,circle41,2158
1912,circle41,2357
1912,circle41,2322
1912,circle41,1990
1912,circle41,1996
1912,circle41,1964
1912,circle41,2557
1912,circle41,2632
1912,circle41,2581
1912,circle41,1922
1912,circle41,2562
1912,circle41,2129
1912,circle41,2412
1912,circle41,2566
1912,circle41,2570
1912,circle41,1930
1912,circle41,2360
1912,circle41,2152
1912,circle41,2379
1912,circle41,2345
1912,circle41,2656
1912,circle41,2318
1912,circle41,2089
1912,circle41,2366
1912,circle41,2155
1912,circle41,2497
1912,circle41,2362
1912,circle41,2659
1912,circle41,2193
1912,circle41,2141
1912,circle41,2242
1912,circle41,1923
1912,circle41,1934
1912,circle41,2232
1912,circle41,2038
1912,circle41,2023
1912,circle41,2316
1912,circle41,2251
1912,circle41,2236
1912,circle41,2525
1912,circle41,2035
1912,circle41,2637
1912,circle41,2272
1912,circle41,2085
1912,circle41,2341
1912,circle41,1965
1912,circle41,1944
1912,circle41,2156
1912,circle41,2289
1912,circle41,2416
1912,circle41,2036
1912,circle41,2335
1912,circle41,2618
1912,circle41,2317
1912,circle41,2361
1912,circle41,2106
1912,circle41,2421
1912,circle41,2388
1912,circle41,2503
1912,circle41,2126
1912,circle41,1960
1912,circle41,2565
1912,circle41,2448
1912,circle41,2313
1912,circle41,2406
1912,circle41,2580
1912,circle41,2628
1912,circle41,2473
1912,circle41,2612
1912,circle41,2474
1912,circle41,2182
1912,circle41,2577
1912,circle41,2168
1912,circle41,2051
1912,circle41,2498
1912,circle41,2197
1912,circle41,2117
1912,circle41,2174
1912,circle41,2114
1912,circle41,2231
1912,circle41,2130
1912,circle41,2034
1912,circle41,2041
1912,circle41,2260
1912,circle41,1926
1912,circle41,2070
1912,circle41,2480
1912,circle41,2145
1912,circle41,2603
1912,circle41,2173
1912,circle41,2091
1912,circle41,2133
1912,circle41,2610
1912,circle41,2325
1912,circle41,2146
1912,circle41,2248
1912,circle41,2405
1912,circle41,2331
1912,circle41,2211
1912,circle41,1975
1912,circle41,2296
1912,circle41,1978
1912,circle42,2250
1912,circle42,2384
1912,circle42,2529
1912,circle42,2531
1912,circle42,2372
1912,circle42,2400
1912,circle42,2389
1912,circle42,2355
1912,circle42,1976
1912,circle42,2203
1912,circle42,2312
1912,circle42,2319
1912,circle42,2616
1912,circle42,1913
1912,circle43,2598
1912,circle43,2459
1912,circle43,2470
1912,circle43,2134
1912,circle44,2586
1912,circle44,2073
1912,circle44,2575
1912,circle44,2229
1912,circle44,1984
1912,circle44,2244
1912,circle44,2619
1912,circle44,2433
1912,circle45,2453
1912,circle45,2505
1912,circle45,1974
