user_id,is_ego,degree,circle_count,ego_network_count,primary_ego_id
367,0,31,3,1,348
368,0,33,3,1,348
369,0,25,3,1,348
370,0,71,4,2,348
371,0,4,3,1,348
372,0,16,2,1,348
373,0,94,5,2,348
374,0,68,4,2,348
375,0,16,2,1,348
376,0,133,7,3,107
377,0,1,1,1,348
378,0,62,5,2,348
379,0,1,1,1,348
380,0,10,2,1,348
381,0,11,2,1,348
382,0,11,2,1,348
383,0,2,1,1,348
384,0,3,0,1,348
385,0,7,1,1,348
386,0,2,0,1,348
387,0,35,3,1,348
388,0,37,4,1,348
389,0,47,3,2,107
390,0,5,3,1,348
391,0,61,6,2,348
392,0,38,2,1,348
393,0,6,1,1,348
394,0,36,3,2,348
395,0,77,4,2,348
396,0,26,2,1,348
397,0,46,4,1,348
398,0,32,3,1,348
399,0,7,1,1,348
400,0,73,4,2,348
401,0,1,0,1,348
402,0,56,3,1,348
403,0,19,2,1,348
404,0,50,3,1,348
405,0,10,3,1,348
406,0,3,1,1,348
407,0,14,2,1,348
408,0,54,4,1,348
409,0,33,3,1,348
410,0,14,2,1,348
411,0,2,1,1,348
412,0,99,5,2,348
413,0,16,3,1,348
414,1,53,5,3,107
415,0,25,3,1,348
416,0,20,3,1,348
417,0,61,2,1,348
418,0,22,2,1,348
419,0,56,4,1,348
420,0,33,5,2,107
421,0,24,4,1,348
422,0,60,2,2,348
423,0,57,3,2,348
424,0,16,2,1,348
425,0,18,3,1,348
426,0,17,2,1,348
427,0,9,3,2,348
428,0,114,9,4,107
429,0,9,1,1,348
430,0,37,3,1,348
431,0,71,6,2,348
432,0,54,4,1,348
433,0,9,2,1,348
434,0,33,4,2,348
435,0,9,2,1,348
436,0,60,5,2,348
437,0,9,1,1,348
438,0,71,4,2,348
439,0,42,3,1,348
440,0,13,2,1,348
441,0,7,1,1,348
442,0,11,1,1,348
443,0,1,0,1,348
444,0,46,3,1,348
445,0,26,3,1,348
446,0,17,3,1,348
447,0,0,1,1,348
448,0,2,3,1,348
449,0,9,4,1,348
450,0,21,4,1,348
451,0,24,3,1,348
452,0,41,4,1,348
453,0,4,2,1,348
454,0,2,1,1,348
455,0,36,4,1,348
456,0,60,3,1,348
457,0,19,2,1,348
458,0,25,3,1,348
459,0,9,2,1,348
460,0,65,4,1,348
461,0,53,6,2,348
462,0,18,3,1,348
463,0,42,5,1,348
464,0,4,0,1,348
465,0,78,4,2,348
466,0,8,1,1,348
467,0,3,1,1,348
468,0,1,1,1,348
469,0,21,2,1,348
470,0,15,2,1,348
471,0,30,4,1,348
472,0,4,1,1,348
473,0,31,3,1,348
474,0,19,3,1,348
475,0,122,7,3,107
476,0,5,2,1,348
477,0,11,2,1,348
478,0,7,3,1,348
479,0,36,3,1,348
480,0,7,3,2,348
481,0,26,2,1,348
482,0,33,3,1,348
483,0,231,4,3,107
484,0,106,3,2,107
485,0,4,2,1,348
486,0,15,2,1,348
487,0,32,2,1,348
488,0,27,3,1,348
489,0,23,2,1,348
490,0,12,2,1,348
491,0,10,2,1,348
492,0,65,4,2,348
493,0,55,3,1,348
494,0,22,3,1,348
495,0,22,3,1,348
496,0,40,4,2,348
497,0,82,3,1,348
498,0,5,1,1,348
499,0,2,1,1,348
500,0,83,6,2,348
501,0,7,1,1,348
502,0,10,2,1,348
503,0,57,3,1,348
504,0,42,3,1,348
505,0,12,2,1,348
506,0,72,4,2,348
507,0,64,3,1,348
508,0,15,3,1,348
509,0,14,2,1,348
510,0,25,3,1,348
511,0,29,3,1,348
512,0,28,3,1,348
513,0,89,5,2,348
514,0,64,4,2,348
515,0,61,4,2,348
516,0,19,2,1,348
517,0,103,4,2,107
518,0,18,2,1,348
519,0,24,2,1,348
520,0,49,3,1,348
521,0,14,3,1,348
522,0,10,2,1,348
523,0,42,4,1,348
524,0,64,5,2,348
525,0,68,5,1,348
526,0,97,5,2,107
527,0,45,3,1,348
528,0,12,2,1,348
529,0,8,1,1,348
530,0,3,2,1,348
531,0,39,3,1,348
532,0,9,1,1,348
533,0,5,3,1,348
534,0,7,3,1,348
535,0,11,3,1,348
536,0,21,3,1,348
537,0,39,2,1,348
538,0,86,3,2,107
539,0,21,1,1,348
540,0,7,1,1,348
541,0,9,3,1,348
542,0,58,4,2,348
543,0,20,3,1,348
544,0,67,5,2,348
545,0,45,4,1,348
546,0,29,2,1,348
547,0,31,2,1,348
548,0,31,3,1,348
549,0,6,2,1,348
550,0,0,0,1,348
551,0,16,2,1,348
552,0,3,0,1,348
553,0,85,4,2,348
554,0,17,2,1,348
555,0,37,2,1,348
556,0,48,3,2,348
557,0,36,2,1,348
558,0,20,6,2,348
559,0,83,3,2,348
560,0,29,3,1,348
561,0,81,6,2,348
562,0,4,2,1,348
563,0,89,14,4,107
564,0,8,1,1,348
565,0,19,3,1,348
566,0,85,5,3,107
567,0,62,4,3,348
568,0,11,3,1,348
569,0,14,3,1,348
570,0,34,4,1,348
571,0,2,1,1,348
572,0,3,1,1,348
573,0,31,1,1,414
574,0,10,1,1,414
575,0,11,1,1,414
576,0,13,1,1,414
577,0,21,1,1,414
578,0,23,1,1,414
579,0,38,2,1,414
580,0,84,1,2,107
581,0,1,0,1,414
582,0,20,1,1,414
583,0,24,1,1,414
584,0,14,2,1,414
585,0,0,0,1,414
586,0,6,0,1,414
587,0,9,0,1,414
588,0,13,1,1,414
589,0,20,1,1,414
590,0,13,2,1,414
591,0,45,1,1,414
592,0,40,2,1,414
593,0,4,0,1,414
594,0,6,2,2,414
595,0,18,1,1,414
596,0,44,1,2,107
597,0,21,2,1,414
598,0,15,1,1,414
599,0,22,1,1,414
600,0,23,1,1,414
601,0,25,2,2,107
602,0,0,2,1,414
603,0,17,2,1,414
604,0,34,2,1,414
605,0,17,1,1,414
606,0,90,2,2,107
607,0,0,2,1,414
608,0,0,0,1,414
609,0,29,1,1,414
610,0,4,0,1,414
611,0,15,2,1,414
612,0,14,1,1,414
613,0,0,0,1,414
614,0,31,1,1,414
615,0,23,1,1,414
616,0,18,2,1,414
617,0,24,1,1,414
618,0,23,1,1,414
619,0,25,1,1,414
620,0,19,1,1,414
621,0,6,1,1,414
622,0,12,1,1,414
623,0,16,1,1,414
624,0,0,0,1,414
625,0,20,1,1,414
626,0,13,1,1,414
627,0,23,1,1,414
628,0,11,1,1,414
629,0,11,1,2,107
630,0,38,1,1,414
631,0,10,2,1,414
632,0,21,1,1,414
633,0,14,1,1,414
634,0,15,0,1,414
635,0,21,1,1,414
636,0,24,1,1,414
637,0,114,2,2,107
638,0,0,1,1,414
639,0,10,2,1,414
640,0,22,1,1,414
641,0,66,2,2,107
642,0,1,0,1,414
643,0,23,1,1,414
644,0,24,1,1,414
645,0,28,0,1,414
646,0,12,0,1,414
647,0,18,1,1,414
648,0,1,0,1,414
649,0,5,1,2,107
650,0,21,1,1,414
651,0,72,2,2,107
652,0,3,0,1,414
653,0,27,1,1,414
654,0,32,1,1,414
655,0,5,1,1,414
656,0,2,0,1,414
657,0,6,1,1,414
658,0,23,1,1,414
659,0,23,1,1,414
660,0,2,1,1,414
661,0,23,1,1,414
662,0,23,1,1,414
663,0,8,1,1,414
664,0,16,1,1,414
665,0,17,1,1,414
666,0,17,1,1,414
667,0,2,1,1,414
668,0,0,1,1,414
669,0,33,1,1,414
670,0,22,1,1,414
671,0,4,0,1,414
672,0,7,1,1,414
673,0,3,0,1,414
674,0,0,2,1,414
675,0,22,1,1,414
676,0,17,1,1,414
677,0,21,2,1,414
678,0,25,2,1,414
679,0,6,2,1,414
680,0,26,1,1,414
681,0,22,1,1,414
682,0,12,2,1,414
683,0,32,1,1,414
684,0,19,2,1,414
685,0,16,1,1,414
686,1,0,0,1,686
687,0,27,2,1,686
688,0,44,2,1,686
689,0,7,2,1,686
690,0,8,1,1,686
691,0,5,3,1,686
692,0,0,1,1,686
693,0,13,1,1,686
694,0,53,3,1,686
695,0,40,2,1,686
696,0,30,2,1,686
697,0,51,9,2,686
698,1,26,10,3,686
699,0,1,2,1,686
700,0,6,1,1,686
701,0,20,2,1,686
702,0,7,4,1,686
703,0,42,2,2,686
704,0,4,2,1,686
705,0,68,8,1,686
706,0,17,2,1,686
707,0,9,2,1,686
708,0,27,9,2,686
709,0,16,3,1,686
710,0,7,1,1,686
711,0,19,1,1,686
712,0,12,2,1,686
713,0,70,3,2,686
714,0,13,3,1,686
715,0,9,1,1,686
716,0,11,5,1,686
717,0,3,3,1,686
718,0,29,2,1,686
719,0,63,6,2,686
720,0,17,3,1,686
721,0,4,2,1,686
722,0,13,3,1,686
723,0,11,1,1,686
724,0,46,2,1,686
725,0,7,3,1,686
726,0,35,2,1,686
727,0,25,1,1,686
728,0,37,4,1,686
729,0,12,4,2,686
730,0,14,3,1,686
731,0,25,2,1,686
732,0,13,2,1,686
733,0,7,3,1,686
734,0,22,1,1,686
735,0,4,1,1,686
736,0,13,2,1,686
737,0,15,4,1,686
738,0,24,1,1,686
739,0,28,5,1,686
740,0,7,1,1,686
741,0,16,3,1,686
742,0,11,2,1,686
743,0,2,2,1,686
744,0,1,2,1,686
745,0,56,7,2,686
746,0,8,3,1,686
747,0,56,8,2,686
748,0,18,1,1,686
749,0,1,3,1,686
750,0,1,1,1,686
751,0,11,1,1,686
752,0,37,3,1,686
753,0,12,3,2,686
754,0,29,2,1,686
755,0,18,5,1,686
756,0,9,1,1,686
757,0,3,2,1,686
758,0,19,5,1,686
759,0,9,2,1,686
760,0,29,2,1,686
761,0,7,1,1,686
762,0,12,2,1,686
763,0,13,2,1,686
764,0,27,4,1,686
765,0,13,1,1,686
766,0,34,2,1,686
767,0,7,2,1,686
768,0,13,2,1,686
769,0,14,3,2,686
770,0,26,5,1,686
771,0,14,4,1,686
772,0,17,4,2,686
773,0,35,1,1,686
774,0,36,8,2,686
775,0,1,3,1,686
776,0,8,3,2,686
777,0,17,2,1,686
778,0,15,1,1,686
779,0,17,3,1,686
780,0,33,4,1,686
781,0,51,6,1,686
782,0,12,4,1,686
783,0,17,5,1,686
784,0,39,1,1,686
785,0,2,2,1,686
786,0,8,3,1,686
787,0,28,4,1,686
788,0,3,2,1,686
789,0,12,5,1,686
790,0,3,5,1,686
791,0,6,4,1,686
792,0,22,3,1,686
793,0,19,3,1,686
794,0,13,1,1,686
795,0,17,1,1,686
796,0,6,3,1,686
797,0,25,3,1,686
798,0,6,8,2,686
799,0,11,2,1,686
800,0,36,5,2,686
801,0,0,2,1,686
802,0,4,3,1,686
803,0,19,4,2,686
804,0,15,3,2,686
805,0,64,7,2,686
806,0,14,4,1,686
807,0,19,2,1,686
808,0,8,4,1,686
809,0,17,6,1,686
810,0,31,5,2,686
811,0,8,3,2,686
812,0,7,3,1,686
813,0,9,2,1,686
814,0,25,5,1,686
815,0,38,6,1,686
816,0,8,2,1,686
817,0,23,3,1,686
818,0,15,4,1,686
819,0,36,3,2,686
820,0,37,3,1,686
821,0,8,3,1,686
822,0,14,4,1,686
823,0,55,8,2,686
824,0,57,4,1,686
825,0,5,2,2,686
826,0,10,2,1,686
827,0,44,6,1,686
828,0,78,7,2,686
829,0,33,1,1,686
830,0,53,4,2,686
831,0,14,1,1,686
832,0,3,2,1,686
833,0,14,3,1,686
834,0,42,1,1,686
835,0,19,4,1,686
836,0,11,5,1,686
837,0,12,3,1,686
838,0,21,3,1,686
839,0,14,3,1,686
840,0,26,4,2,686
841,0,1,4,1,686
842,0,36,1,1,686
843,0,12,3,1,686
844,0,13,1,1,686
845,0,22,2,1,686
846,0,5,2,1,686
847,0,26,2,1,686
848,0,20,1,1,686
849,0,29,4,1,686
850,0,9,4,1,686
851,0,3,1,1,686
852,0,3,3,1,686
853,0,43,2,1,686
854,0,2,2,1,686
855,0,3,2,1,686
856,0,38,10,2,686
857,0,11,1,2,698
858,0,4,1,1,698
859,0,1,0,1,698
860,0,0,3,2,698
861,0,9,0,1,698
862,0,23,2,2,698
863,0,10,2,1,698
864,0,4,1,1,698
865,0,3,1,1,698
866,0,4,1,1,698
867,0,7,1,1,698
868,0,3,1,1,698
869,0,6,0,1,698
870,0,6,1,1,698
871,0,6,2,1,698
872,0,6,1,1,698
873,0,5,1,1,698
874,0,6,1,1,698
875,0,0,2,1,698
876,0,10,3,1,698
877,0,3,1,1,698
878,0,9,2,1,698
879,0,5,1,1,698
880,0,7,1,1,698
881,0,6,1,1,698
882,0,7,2,1,698
883,0,0,1,1,698
884,0,3,1,1,698
885,0,8,1,1,698
886,0,7,2,1,698
887,0,5,1,1,698
888,0,8,2,1,698
889,0,12,3,1,698
890,0,6,0,1,698
891,0,0,0,1,698
892,0,0,0,1,698
893,0,3,1,1,698
894,0,3,0,1,698
895,0,5,1,1,698
896,0,125,0,1,107
897,0,65,0,1,107
898,0,37,0,1,107
899,0,2,1,1,107
900,0,12,0,1,107
901,0,33,1,1,107
902,0,45,0,1,107
903,0,33,1,1,107
904,0,2,0,1,107
905,0,16,0,1,107
906,0,77,1,1,107
907,0,12,0,1,107
908,0,31,2,1,107
909,0,11,0,1,107
910,0,4,1,1,107
911,0,0,0,1,107
912,0,8,1,1,107
913,0,43,1,1,107
914,0,15,1,1,107
915,0,34,1,1,107
916,0,146,1,1,107
917,0,129,0,1,107
918,0,0,0,1,107
919,0,28,0,1,107
920,0,12,1,1,107
921,0,105,1,1,107
922,0,29,2,1,107
923,0,7,1,1,107
924,0,44,0,1,107
925,0,166,1,1,107
926,0,20,1,1,107
927,0,74,1,1,107
928,0,8,0,1,107
929,0,4,1,1,107
930,0,51,0,1,107
931,0,14,0,1,107
932,0,62,0,1,107
933,0,24,0,1,107
934,0,81,1,1,107
935,0,6,0,1,107
936,0,36,0,1,107
937,0,6,0,1,107
938,0,28,1,1,107
939,0,16,0,1,107
940,0,16,0,1,107
941,0,53,0,1,107
942,0,64,0,1,107
943,0,11,0,1,107
944,0,36,0,1,107
945,0,3,0,1,107
946,0,165,1,1,107
947,0,114,1,1,107
948,0,37,0,1,107
949,0,22,0,1,107
950,0,9,2,1,107
951,0,19,1,1,107
952,0,83,1,1,107
953,0,108,0,1,107
954,0,54,0,1,107
955,0,9,1,1,107
956,0,9,0,1,107
957,0,64,0,1,107
958,0,23,1,1,107
959,0,45,0,1,107
960,0,102,0,1,107
961,0,12,1,1,107
962,0,26,0,1,107
963,0,32,1,1,107
964,0,25,0,1,107
965,0,15,0,1,107
966,0,114,1,1,107
967,0,106,1,1,107
968,0,39,1,1,107
969,0,31,0,1,107
970,0,14,0,1,107
971,0,33,1,1,107
972,0,20,0,1,107
973,0,17,0,1,107
974,0,10,0,1,107
975,0,53,0,1,107
976,0,23,1,1,107
977,0,25,0,1,107
978,0,103,1,1,107
979,0,9,1,1,107
980,0,127,1,1,107
981,0,46,0,1,107
982,0,67,1,1,107
983,0,61,1,1,107
984,0,41,0,1,107
985,0,6,0,1,107
986,0,10,0,1,107
987,0,5,1,1,107
988,0,40,0,1,107
989,0,34,0,1,107
990,0,29,2,2,107
991,0,18,1,1,107
992,0,30,1,1,107
993,0,153,0,1,107
994,0,26,0,1,107
995,0,65,0,1,107
996,0,3,1,1,107
997,0,95,0,1,107
998,0,8,0,1,107
999,0,76,0,1,107
1000,0,15,0,1,107
1001,0,38,1,1,107
1002,0,3,0,1,107
1003,0,94,1,1,107
1004,0,119,0,1,107
1005,0,13,0,1,107
1006,0,141,1,1,107
1007,0,15,0,1,107
1008,0,7,1,1,107
1009,0,56,0,1,107
1010,0,35,0,1,107
1011,0,31,0,1,107
1012,0,31,1,1,107
1013,0,11,1,1,107
1014,0,98,0,1,107
1015,0,35,1,1,107
1016,0,8,1,1,107
1017,0,148,1,1,107
1018,0,50,1,1,107
1019,0,57,0,1,107
1020,0,57,0,1,107
1021,0,60,0,1,107
1022,0,3,0,1,107
1023,0,8,0,1,107
1024,0,84,0,1,107
1025,0,28,1,1,107
1026,0,79,1,1,107
1027,0,2,0,1,107
1028,0,66,1,1,107
1029,0,78,1,1,107
1030,0,10,1,1,107
1031,0,3,2,1,107
1032,0,78,0,1,107
1033,0,16,0,1,107
1034,0,2,1,1,107
1035,0,25,1,1,107
1036,0,57,1,1,107
1037,0,36,0,1,107
1038,0,4,1,1,107
1039,0,26,1,1,107
1040,0,66,0,1,107
1041,0,47,0,1,107
1042,0,14,0,1,107
1043,0,11,1,1,107
1044,0,27,0,1,107
1045,0,11,1,1,107
1046,0,2,0,1,107
1047,0,64,0,1,107
1048,0,105,1,1,107
1049,0,81,1,1,107
1050,0,10,1,1,107
1051,0,45,0,1,107
1052,0,62,1,1,107
1053,0,7,1,1,107
1054,0,53,1,1,107
1055,0,13,1,1,107
1056,0,64,1,1,107
1057,0,4,1,1,107
1058,0,6,1,1,107
1059,0,164,1,1,107
1060,0,50,1,1,107
1061,0,9,0,1,107
1062,0,21,1,1,107
1063,0,21,0,1,107
1064,0,26,0,1,107
1065,0,1,0,1,107
1066,0,67,0,1,107
1067,0,75,0,1,107
1068,0,48,1,1,107
1069,0,20,1,1,107
1070,0,77,0,1,107
1071,0,2,0,1,107
1072,0,25,0,1,107
1073,0,9,1,1,107
1074,0,62,1,1,107
1075,0,79,1,1,107
1076,0,141,1,1,107
1077,0,14,1,1,107
1078,0,182,0,1,107
1079,0,122,1,1,107
1080,0,59,1,1,107
1081,0,29,0,1,107
1082,0,56,0,1,107
1083,0,105,0,1,107
1084,0,14,1,1,107
1085,0,64,4,2,107
1086,0,204,1,1,107
1087,0,6,2,1,107
1088,0,13,1,1,107
1089,0,13,1,1,107
1090,0,12,0,1,107
1091,0,19,0,1,107
1092,0,49,1,1,107
1093,0,8,0,1,107
1094,0,10,0,1,107
1095,0,23,0,1,107
1096,0,0,0,1,107
1097,0,35,1,1,107
1098,0,22,1,1,107
1099,0,55,1,1,107
1100,0,63,0,1,107
1101,0,122,1,1,107
1102,0,50,0,1,107
1103,0,7,0,1,107
1104,0,108,0,1,107
1105,0,3,0,1,107
1106,0,26,0,1,107
1107,0,140,1,1,107
1108,0,42,0,1,107
1109,0,37,0,1,107
1110,0,69,1,1,107
1111,0,8,1,1,107
1112,0,53,1,1,107
1113,0,46,1,1,107
1114,0,37,1,1,107
1115,0,35,1,1,107
1116,0,28,1,1,107
1117,0,121,0,1,107
1118,0,34,1,1,107
1119,0,0,0,1,107
1120,0,50,1,1,107
1121,0,23,0,1,107
1122,0,48,0,1,107
1123,0,70,1,1,107
1124,0,129,1,1,107
1125,0,116,0,1,107
1126,0,197,1,1,107
1127,0,20,0,1,107
1128,0,97,1,1,107
1129,0,59,0,1,107
1130,0,65,0,1,107
1131,0,31,0,1,107
1132,0,141,1,1,107
1133,0,5,1,1,107
1134,0,10,0,1,107
1135,0,67,1,1,107
1136,0,32,0,1,107
1137,0,28,1,1,107
1138,0,13,1,1,107
1139,0,23,0,1,107
1140,0,8,1,1,107
1141,0,17,0,1,107
1142,0,32,1,1,107
1143,0,13,1,1,107
1144,0,20,2,1,107
1145,0,0,1,1,107
1146,0,146,1,1,107
1147,0,4,0,1,107
