ego_id,feature_index,feature_name
107,185,education;school;id;anonymized feature 245
107,186,education;school;id;anonymized feature 515
107,187,education;school;id;anonymized feature 516
107,188,education;school;id;anonymized feature 517
107,189,education;school;id;anonymized feature 246
107,190,education;school;id;anonymized feature 518
107,191,education;school;id;anonymized feature 247
107,192,education;school;id;anonymized feature 519
107,193,education;school;id;anonymized feature 520
107,194,education;school;id;anonymized feature 521
107,195,education;school;id;anonymized feature 248
107,196,education;school;id;anonymized feature 522
107,197,education;school;id;anonymized feature 523
107,198,education;school;id;anonymized feature 524
107,199,education;school;id;anonymized feature 318
107,200,education;school;id;anonymized feature 249
107,201,education;school;id;anonymized feature 525
107,202,education;school;id;anonymized feature 319
107,203,education;school;id;anonymized feature 526
107,204,education;school;id;anonymized feature 320
107,205,education;school;id;anonymized feature 527
107,206,education;school;id;anonymized feature 528
107,207,education;school;id;anonymized feature 529
107,208,education;school;id;anonymized feature 530
107,209,education;school;id;anonymized feature 531
107,210,education;school;id;anonymized feature 532
107,211,education;school;id;anonymized feature 250
107,212,education;school;id;anonymized feature 533
107,213,education;school;id;anonymized feature 251
107,214,education;school;id;anonymized feature 534
107,215,education;school;id;anonymized feature 535
107,216,education;school;id;anonymized feature 536
107,217,education;school;id;anonymized feature 52
107,218,education;school;id;anonymized feature 537
107,219,education;school;id;anonymized feature 538
107,220,education;type;anonymized feature 53
107,221,education;type;anonymized feature 54
107,222,education;type;anonymized feature 55
107,223,education;with;id;anonymized feature 539
107,224,education;with;id;anonymized feature 540
107,225,education;with;id;anonymized feature 541
107,226,education;year;id;anonymized feature 542
107,227,education;year;id;anonymized feature 543
107,228,education;year;id;anonymized feature 58
107,229,education;year;id;anonymized feature 59
107,230,education;year;id;anonymized feature 544
107,231,education;year;id;anonymized feature 254
107,232,education;year;id;anonymized feature 255
107,233,education;year;id;anonymized feature 60
107,234,education;year;id;anonymized feature 61
107,235,education;year;id;anonymized feature 62
107,236,education;year;id;anonymized feature 63
107,237,education;year;id;anonymized feature 64
107,238,education;year;id;anonymized feature 65
107,239,education;year;id;anonymized feature 66
107,240,education;year;id;anonymized feature 67
107,241,education;year;id;anonymized feature 68
107,242,education;year;id;anonymized feature 69
107,243,education;year;id;anonymized feature 257
107,244,education;year;id;anonymized feature 70
107,245,education;year;id;anonymized feature 71
107,246,education;year;id;anonymized feature 259
107,247,education;year;id;anonymized feature 72
107,248,first_name;anonymized feature 545
107,249,first_name;anonymized feature 546
107,250,first_name;anonymized feature 547
107,251,first_name;anonymized feature 548
107,252,first_name;anonymized feature 549
107,253,first_name;anonymized feature 550
107,254,first_name;anonymized feature 325
107,255,first_name;anonymized feature 551
107,256,first_name;anonymized feature 110
107,257,first_name;anonymized feature 357
107,258,first_name;anonymized feature 552
107,259,first_name;anonymized feature 553
107,260,first_name;anonymized feature 554
107,261,first_name;anonymized feature 555
107,262,first_name;anonymized feature 556
107,263,first_name;anonymized feature 557
107,264,gender;anonymized feature 77
107,265,gender;anonymized feature 78
107,266,hometown;id;anonymized feature 558
107,267,hometown;id;anonymized feature 559
107,268,hometown;id;anonymized feature 263
107,269,hometown;id;anonymized feature 560
107,270,hometown;id;anonymized feature 561
107,271,hometown;id;anonymized feature 562
107,272,hometown;id;anonymized feature 82
107,273,hometown;id;anonymized feature 84
107,274,hometown;id;anonymized feature 563
107,275,hometown;id;anonymized feature 564
107,276,hometown;id;anonymized feature 565
107,277,hometown;id;anonymized feature 566
107,278,hometown;id;anonymized feature 178
107,279,hometown;id;anonymized feature 567
107,280,hometown;id;anonymized feature 568
107,281,hometown;id;anonymized feature 298
107,282,hometown;id;anonymized feature 569
107,283,hometown;id;anonymized feature 264
107,284,languages;id;anonymized feature 90
107,285,languages;id;anonymized feature 570
107,286,languages;id;anonymized feature 571
107,287,languages;id;anonymized feature 91
107,288,languages;id;anonymized feature 92
107,289,languages;id;anonymized feature 93
107,290,languages;id;anonymized feature 94
107,291,languages;id;anonymized feature 572
107,292,languages;id;anonymized feature 573
107,293,languages;id;anonymized feature 97
107,294,languages;id;anonymized feature 265
107,295,languages;id;anonymized feature 100
107,296,languages;id;anonymized feature 101
107,297,languages;id;anonymized feature 574
107,298,languages;id;anonymized feature 266
107,299,last_name;anonymized feature 575
107,300,last_name;anonymized feature 576
107,301,last_name;anonymized feature 577
107,302,last_name;anonymized feature 106
107,303,last_name;anonymized feature 578
107,304,last_name;anonymized feature 579
107,305,last_name;anonymized feature 267
107,306,last_name;anonymized feature 268
107,307,last_name;anonymized feature 269
107,308,last_name;anonymized feature 580
107,309,last_name;anonymized feature 581
107,310,last_name;anonymized feature 324
107,311,last_name;anonymized feature 582
107,312,last_name;anonymized feature 583
107,313,last_name;anonymized feature 584
107,314,last_name;anonymized feature 585
107,315,last_name;anonymized feature 586
107,316,last_name;anonymized feature 587
107,317,last_name;anonymized feature 588
107,318,last_name;anonymized feature 270
107,319,last_name;anonymized feature 589
107,320,last_name;anonymized feature 590
107,321,last_name;anonymized feature 271
107,322,last_name;anonymized feature 110
107,323,last_name;anonymized feature 591
107,324,last_name;anonymized feature 272
107,325,last_name;anonymized feature 592
107,326,last_name;anonymized feature 273
107,327,last_name;anonymized feature 593
107,328,last_name;anonymized feature 594
107,329,last_name;anonymized feature 595
107,330,last_name;anonymized feature 596
107,331,last_name;anonymized feature 274
107,332,last_name;anonymized feature 597
107,333,last_name;anonymized feature 275
107,334,last_name;anonymized feature 276
107,335,last_name;anonymized feature 598
107,336,last_name;anonymized feature 599
107,337,last_name;anonymized feature 600
107,338,last_name;anonymized feature 601
107,339,last_name;anonymized feature 602
107,340,last_name;anonymized feature 327
107,341,last_name;anonymized feature 603
107,342,last_name;anonymized feature 277
107,343,last_name;anonymized feature 604
107,344,last_name;anonymized feature 605
107,345,last_name;anonymized feature 606
107,346,last_name;anonymized feature 607
107,347,locale;anonymized feature 126
107,348,locale;anonymized feature 127
107,349,locale;anonymized feature 278
107,350,location;id;anonymized feature 128
107,351,location;id;anonymized feature 129
107,352,location;id;anonymized feature 608
107,353,location;id;anonymized feature 609
107,354,location;id;anonymized feature 610
107,355,location;id;anonymized feature 611
107,356,location;id;anonymized feature 612
107,357,location;id;anonymized feature 613
107,358,location;id;anonymized feature 614
107,359,location;id;anonymized feature 281
107,360,location;id;anonymized feature 133
107,361,location;id;anonymized feature 84
107,362,location;id;anonymized feature 176
107,363,location;id;anonymized feature 134
107,364,location;id;anonymized feature 615
107,365,location;id;anonymized feature 283
107,366,location;id;anonymized feature 616
107,367,location;id;anonymized feature 617
107,368,location;id;anonymized feature 618
107,369,location;id;anonymized feature 284
107,370,location;id;anonymized feature 298
107,371,location;id;anonymized feature 619
107,372,location;id;anonymized feature 138
107,373,location;id;anonymized feature 264
107,374,location;id;anonymized feature 620
107,375,middle_name;anonymized feature 621
107,376,middle_name;anonymized feature 622
107,377,middle_name;anonymized feature 355
107,378,middle_name;anonymized feature 623
107,379,middle_name;anonymized feature 624
107,380,middle_name;anonymized feature 554
107,381,middle_name;anonymized feature 625
107,382,middle_name;anonymized feature 626
107,383,middle_name;anonymized feature 627
107,384,work;employer;id;anonymized feature 628
107,385,work;employer;id;anonymized feature 629
107,386,work;employer;id;anonymized feature 630
107,387,work;employer;id;anonymized feature 228
107,388,work;employer;id;anonymized feature 140
107,389,work;employer;id;anonymized feature 451
107,390,work;employer;id;anonymized feature 230
107,391,work;employer;id;anonymized feature 631
107,392,work;employer;id;anonymized feature 632
107,393,work;employer;id;anonymized feature 633
107,394,work;employer;id;anonymized feature 634
107,395,work;employer;id;anonymized feature 635
107,396,work;employer;id;anonymized feature 636
107,397,work;employer;id;anonymized feature 637
107,398,work;employer;id;anonymized feature 638
107,399,work;employer;id;anonymized feature 485
107,400,work;employer;id;anonymized feature 639
107,401,work;employer;id;anonymized feature 640
107,402,work;employer;id;anonymized feature 641
107,403,work;employer;id;anonymized feature 642
107,404,work;employer;id;anonymized feature 643
107,405,work;employer;id;anonymized feature 644
107,406,work;employer;id;anonymized feature 645
107,407,work;employer;id;anonymized feature 145
107,408,work;employer;id;anonymized feature 646
107,409,work;employer;id;anonymized feature 647
107,410,work;employer;id;anonymized feature 648
107,411,work;employer;id;anonymized feature 649
107,412,work;employer;id;anonymized feature 650
107,413,work;employer;id;anonymized feature 518
107,414,work;employer;id;anonymized feature 247
107,415,work;employer;id;anonymized feature 651
107,416,work;employer;id;anonymized feature 248
107,417,work;employer;id;anonymized feature 652
107,418,work;employer;id;anonymized feature 653
107,419,work;employer;id;anonymized feature 654
107,420,work;employer;id;anonymized feature 655
107,421,work;employer;id;anonymized feature 656
107,422,work;employer;id;anonymized feature 657
107,423,work;employer;id;anonymized feature 658
107,424,work;employer;id;anonymized feature 659
107,425,work;employer;id;anonymized feature 660
107,426,work;employer;id;anonymized feature 661
107,427,work;employer;id;anonymized feature 662
107,428,work;employer;id;anonymized feature 150
107,429,work;employer;id;anonymized feature 151
107,430,work;employer;id;anonymized feature 663
107,431,work;employer;id;anonymized feature 664
107,432,work;employer;id;anonymized feature 665
107,433,work;employer;id;anonymized feature 666
107,434,work;employer;id;anonymized feature 667
107,435,work;employer;id;anonymized feature 668
107,436,work;employer;id;anonymized feature 669
107,437,work;employer;id;anonymized feature 536
107,438,work;employer;id;anonymized feature 670
107,439,work;employer;id;anonymized feature 52
107,440,work;employer;id;anonymized feature 671
107,441,work;employer;id;anonymized feature 538
107,442,work;end_date;anonymized feature 157
107,443,work;end_date;anonymized feature 672
107,444,work;end_date;anonymized feature 673
107,445,work;end_date;anonymized feature 674
107,446,work;end_date;anonymized feature 675
107,447,work;end_date;anonymized feature 676
107,448,work;end_date;anonymized feature 294
107,449,work;end_date;anonymized feature 677
107,450,work;end_date;anonymized feature 678
107,451,work;end_date;anonymized feature 158
107,452,work;end_date;anonymized feature 196
107,453,work;end_date;anonymized feature 679
107,454,work;end_date;anonymized feature 160
107,455,work;end_date;anonymized feature 161
107,456,work;end_date;anonymized feature 162
107,457,work;end_date;anonymized feature 164
107,458,work;end_date;anonymized feature 199
107,459,work;end_date;anonymized feature 166
107,460,work;end_date;anonymized feature 200
107,461,work;end_date;anonymized feature 167
107,462,work;end_date;anonymized feature 201
107,463,work;end_date;anonymized feature 680
107,464,work;end_date;anonymized feature 168
107,465,work;end_date;anonymized feature 169
107,466,work;end_date;anonymized feature 170
107,467,work;end_date;anonymized feature 171
107,468,work;end_date;anonymized feature 681
107,469,work;end_date;anonymized feature 172
107,470,work;from;id;anonymized feature 682
107,471,work;from;id;anonymized feature 683
107,472,work;location;id;anonymized feature 684
107,473,work;location;id;anonymized feature 128
107,474,work;location;id;anonymized feature 129
107,475,work;location;id;anonymized feature 609
107,476,work;location;id;anonymized feature 296
107,477,work;location;id;anonymized feature 561
107,478,work;location;id;anonymized feature 281
107,479,work;location;id;anonymized feature 133
107,480,work;location;id;anonymized feature 84
107,481,work;location;id;anonymized feature 176
107,482,work;location;id;anonymized feature 134
107,483,work;location;id;anonymized feature 177
107,484,work;location;id;anonymized feature 685
107,485,work;location;id;anonymized feature 178
107,486,work;location;id;anonymized feature 179
107,487,work;location;id;anonymized feature 615
107,488,work;location;id;anonymized feature 283
107,489,work;location;id;anonymized feature 686
107,490,work;location;id;anonymized feature 617
107,491,work;location;id;anonymized feature 618
107,492,work;location;id;anonymized feature 619
107,493,work;location;id;anonymized feature 264
107,494,work;position;id;anonymized feature 687
107,495,work;position;id;anonymized feature 688
107,496,work;position;id;anonymized feature 182
107,497,work;position;id;anonymized feature 689
107,498,work;position;id;anonymized feature 183
107,499,work;position;id;anonymized feature 690
107,500,work;position;id;anonymized feature 691
107,501,work;position;id;anonymized feature 692
107,502,work;position;id;anonymized feature 184
107,503,work;position;id;anonymized feature 693
107,504,work;position;id;anonymized feature 185
107,505,work;position;id;anonymized feature 694
107,506,work;position;id;anonymized feature 189
107,507,work;position;id;anonymized feature 695
107,508,work;position;id;anonymized feature 302
107,509,work;position;id;anonymized feature 696
107,510,work;position;id;anonymized feature 697
107,511,work;position;id;anonymized feature 698
107,512,work;position;id;anonymized feature 699
107,513,work;position;id;anonymized feature 700
107,514,work;position;id;anonymized feature 192
107,515,work;position;id;anonymized feature 193
107,516,work;position;id;anonymized feature 701
107,517,work;projects;id;anonymized feature 702
107,518,work;projects;id;anonymized feature 703
